Identifier,InChI.Key.x,logFC_HL,logFC_LH,logFC_LL,logRSDfc_HL,logRSDfc_LH,logRSDfc_LL,CohenD_HL_effect,Mag_HL_effect,CI_inf_HL_effect,CI_sup_HL_effect,CohenD_LH_effect,Mag_LH_effect,CI_inf_LH_effect,CI_sup_LH_effect,CohenD_LL_effect,Mag_LL_effect,CI_inf_LL_effect,CI_sup_LL_effect,PubChem,Pr(>Chisq)_overall,InChI.Key.y,Identifier_R,DO_p.value,pH_p.value,pH:DO_p.value,Annotation,KEGG,SMILES,Pr..Chisq._overall,VIP_PLSDA,PLSDA,uniDO,unipH,unipHxDO,method,method_simple
171298,AYFVYJQAPQTCCC-GBXIJSLDSA-N,0.0377683395948587,-0.193685696615781,0.114842294388016,0.160618513509614,-0.206336239214703,0.263995598439093,-0.0561305309016599,negligible,-0.784030881413661,0.671769819610342,0.320556041280295,small,-0.425288842930041,1.06640092549063,-0.162689724687355,negligible,-0.891649678744221,0.56627022936951,6288,0.64233090818334,AYFVYJQAPQTCCC-GBXIJSLDSA-N,threonine,0.342458261357515,0.776360856315107,0.459404307948735,threonine,C00188,C[C@H]([C@@H](C(=O)O)N)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1714,ATHGHQPFGPMSJY-UHFFFAOYSA-N,0.15091411991618,-0.261979043109898,-0.0354865975833718,-0.433686010810708,-0.515197758155239,-0.461944643482651,-0.134351564707021,negligible,-0.862929177142279,0.594226047728238,0.223937439836988,small,-0.519485105834276,0.967359985508251,0.0312700517008133,negligible,-0.69653148122412,0.759071584625747,1102,0.746162857078674,ATHGHQPFGPMSJY-UHFFFAOYSA-N,spermidine,0.489383521898055,0.410042330749361,0.931029101032456,spermidine,C00315,C(CCNCCCN)CN,NA,NA,NA,NA,NA,NA,NA,not_sig
171971,AHLPHDHHMVZTML-BYPYZUCNSA-N,0.279653631866458,-0.382142936734999,-0.138864436147347,0.555350726924629,0.0553826758361184,0.418900118573302,-0.304631030531491,small,-1.03659691250914,0.427334851446154,0.527191769324897,medium,-0.226662919508544,1.28104645815834,0.169906540867722,negligible,-0.559162401456023,0.898975483191467,6262,0.540396724616012,AHLPHDHHMVZTML-BYPYZUCNSA-N,ornithine,0.4737135464354,0.331696315899668,0.955019520919006,ornithine,C00077,C(C[C@@H](C(=O)O)N)CN,NA,NA,NA,NA,NA,NA,NA,not_sig
172,JPIJQSOTBSSVTP-STHAYSLISA-N,0.332723297886856,0.49685683809869,0.627792180184729,0.436813183440077,-0.511811315292245,0.307166325679739,-0.445403896753584,small,-1.18212918548714,0.29132139197997,-0.990487034813869,large,-1.77567043008478,-0.205303639542958,-0.857557528401173,large,-1.61802904674101,-0.0970860100613385,5460407,0.0724644527725482,JPIJQSOTBSSVTP-STHAYSLISA-N,threonic.acid,0.209974779199868,0.02867872301052,0.687747723008677,threonic acid,C01620,C([C@@H]([C@H](C(=O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1723,SUHOOTKUPISOBE-UHFFFAOYSA-N,-0.367120134012875,-0.69660832839134,-0.46077321491946,0.120462449183224,0.847885235648556,0.289262710983593,0.303378621635767,small,-0.428552823059998,1.03531006633153,0.452975199038312,small,-0.297563649664453,1.20351404774108,0.361041952427289,small,-0.372620153707874,1.09470405856245,1015,0.545116158494912,SUHOOTKUPISOBE-UHFFFAOYSA-N,phosphoethanolamine,0.76956561852386,0.274298488912053,0.396292411603977,phosphoethanolamine,C00346,C(COP(=O)(O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
1741,CDAISMWEOUEBRE-UHFFFAOYSA-N,-0.076790375645917,0.488009273973315,0.0727713506745769,0.210529135102702,-0.0798380930699656,-0.209538160944466,0.0811484165638452,negligible,-0.646908100816155,0.809204933943845,-0.565267999701103,medium,-1.32101221042169,0.190476211019486,-0.0889431062247741,negligible,-0.817059900558607,0.639173688109059,892,0.213212791985224,CDAISMWEOUEBRE-UHFFFAOYSA-N,myo.inositol,0.236212214549349,0.137950502903079,0.377760586767776,myo-inositol,C00137,C1(C(C(C(C(C1O)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1764,GFFGJBXGBJISGV-UHFFFAOYSA-N,0.21911808369522,-0.0159415438690225,0.369408565288353,0.210173434441526,0.171857430431362,0.578866990182497,-0.495238243660128,small,-1.2340667345819,0.243590247261649,0.0372086454222779,negligible,-0.703961520634334,0.77837881147889,-0.680014010818285,medium,-1.42850865417326,0.0684806325366896,190,0.136907347227204,GFFGJBXGBJISGV-UHFFFAOYSA-N,adenine,0.104110796509217,0.593313838162951,0.569670248249378,adenine,C00147,C1=NC2=NC=NC(=C2N1)N,NA,NA,NA,NA,NA,NA,NA,not_sig
17883,FBPFZTCFMRRESA-KVTDHHQDSA-N,0.612787565465636,0.00137260969851027,1.17333885784097,1.41252688440818,0.273708650516074,2.27297339208635,-0.433437283976705,small,-1.16968989157181,0.302815323618404,-0.00208692683613042,negligible,-0.743193245339819,0.739019391667558,-0.393727808174388,small,-1.12850216339664,0.341046547047868,6251,0.405130140539964,FBPFZTCFMRRESA-KVTDHHQDSA-N,mannitol,0.214617900061561,0.585152366915415,0.586169280149534,mannitol,C00392,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
17956,HCXVJBMSMIARIN-PHZDYDNGSA-N,-0.434956253233578,0.0182468388509704,-0.0109256186996767,-0.139428940478728,0.0449011298079212,-0.163201199704902,0.720754050768937,medium,-0.0302601341100042,1.47176823564788,-0.0293501736447921,negligible,-0.770496142955234,0.71179579566565,0.0188329784001603,negligible,-0.708940212521368,0.746606169321689,5280794,0.232619724253659,HCXVJBMSMIARIN-PHZDYDNGSA-N,stigmasterol,0.282716286601478,0.326816814429882,0.38411377822562,stigmasterol,C05442,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,NA,NA,NA,NA,NA,NA,NA,not_sig
17982,XMHIUKTWLZUKEX-UHFFFAOYSA-N,0.109013556757892,0.155246480917413,0.540364211957796,0.285148576763421,0.142878803747022,-0.911228438815303,-0.179465504734442,negligible,-0.908686060633786,0.549755051164902,-0.271417460712953,small,-1.01592393142892,0.473089010003014,-1.35706491716729,large,-2.16425318964005,-0.549876644694535,10469,0.075783921078659,XMHIUKTWLZUKEX-UHFFFAOYSA-N,cerotinic.acid,0.210721168522754,0.138233908017127,0.437484488996414,cerotinic acid,NA,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
18223,QNAYBMKLOCPYGJ-REOHCLBHSA-N,-0.196538185640236,-0.442474229277915,-0.24483362441846,-1.0952844548518,-1.13881589023152,-1.01703667162374,0.250136226188247,small,-0.480461189470439,0.980733641846932,0.523230727243553,medium,-0.230434699141537,1.27689615362864,0.305636012434317,small,-0.426357604785468,1.0376296296541,5950,0.32548234361026,QNAYBMKLOCPYGJ-REOHCLBHSA-N,alanine,0.940576118282062,0.237507842389287,0.319626500249421,alanine,C00041,C[C@@H](C(=O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
1842,BTCSSZJGUNDROE-UHFFFAOYSA-N,0.236089515059579,0.00736262586731229,0.163690445389019,0.0312175292436097,-0.294949525085958,-0.00365827033820931,-0.114560338801143,negligible,-0.842914098641731,0.613793421039445,-0.00397183958344588,negligible,-0.745078686433707,0.737135007266815,-0.0807888931082643,negligible,-0.808842763434789,0.647264977218261,119,0.980961191121671,BTCSSZJGUNDROE-UHFFFAOYSA-N,X4.aminobutyric.acid,0.719416552544505,0.962011798694361,0.944214424171466,4-aminobutyric acid,C00334,C(CC(=O)O)CN,NA,NA,NA,NA,NA,NA,NA,not_sig
18496,KZNQNBZMBZJQJO-YFKPBYRVSA-N,0.142213247520658,-0.160043432277147,0.298935149760137,-0.162656788806963,0.136885441954155,0.404295544868513,-0.207075573797669,small,-0.936780427974415,0.522629280379076,0.209798069720368,small,-0.53334158043956,0.952937719880296,-0.338234321900234,small,-1.07117648375877,0.394707839958299,3013625,0.442582282591806,KZNQNBZMBZJQJO-YFKPBYRVSA-N,glycyl.proline,0.25326657643379,0.96245491508636,0.531077098400628,glycyl proline,NA,C1C[C@H](N(C1)C(=O)CN)C(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
19,HVYWMOMLDIMFJA-DPAQBDIFSA-N,-0.0492725703328691,0.27119363577299,0.267649901903079,0.334575335323226,-0.0141195459171639,0.421540149349461,0.0927544418427602,negligible,-0.635393834953442,0.820902718638962,-0.579257734209456,medium,-1.33572801032696,0.177212541908047,-0.46788461981374,small,-1.20553182999112,0.269762590363645,5997,0.198851922324731,HVYWMOMLDIMFJA-DPAQBDIFSA-N,cholesterol,0.862701541370013,0.0392009242405921,0.884777607438295,cholesterol,C00187,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,NA,NA,NA,NA,NA,NA,NA,not_sig
1966,NYHBQMYGNKIUIF-UUOKFMHZSA-N,0.410171343813794,-0.1212777884062,0.0675880651486862,0.407641980964438,-0.602656861198596,-0.017226983194929,-0.542618615297431,medium,-1.28364698665629,0.19840975606143,0.228453467936568,small,-0.515063295187717,0.971970231060853,-0.111419277106273,negligible,-0.839740776836087,0.616902222623542,6802,0.112022471820023,NYHBQMYGNKIUIF-UUOKFMHZSA-N,guanosine,0.0773176145423392,0.160478972712014,0.434036859182657,guanosine,C00387,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
1979,GUBGYTABKSRVRQ-PICCSMPSSA-N,0.273875698879596,0.0426758140082093,0.491084886352077,0.262767676423644,-0.54908781180302,0.325177041476367,-0.188156813942335,negligible,-0.917522393165832,0.541208765281161,-0.0386490111985219,negligible,-0.779824231740101,0.702526209343057,-0.31755164104505,small,-1.04988098180451,0.414777699714407,439186,0.730136470751186,GUBGYTABKSRVRQ-PICCSMPSSA-N,maltose,0.372139501596883,0.727479684332897,0.802030498993691,maltose,C00208,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2.00_241.22,WQEPLUUGTLDZJY-UHFFFAOYSA-N,0.184035363340712,-0.128082755975882,-0.0340815363389027,-0.169178262633245,-0.0287191629598178,-0.0674042412505269,-0.295089619275664,small,-1.02679667969994,0.436617441148613,0.194976280368698,negligible,-0.534507868185876,0.924460428923272,0.0525325368657548,negligible,-0.68870124255894,0.793766316290449,13849,0.518900992772375,WQEPLUUGTLDZJY-UHFFFAOYSA-N,FA..15.0...pentadecylicacid.,0.476033776776678,0.363782127767337,0.761451492593031,FA (15:0) (pentadecylicacid),C16537,CCCCCCCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2.03_279.23,JBYXPOFIGCOSSB-XBLVEGMJSA-N,0.0419325971978974,-0.0568745709076097,0.214021746936202,0.106679858782034,-0.410094036709368,0.238361218039563,-0.0592071131025258,negligible,-0.787123600351743,0.668709374146692,0.093864989001945,negligible,-0.634292709382072,0.822022687385962,-0.284114177409245,small,-1.02894540708572,0.460717052267232,5280644,0.853356457770263,JBYXPOFIGCOSSB-XBLVEGMJSA-N,FA..18.2...linoleicacid.,0.487352318163894,0.868236845955511,0.641099094224644,FA (18:2) (linoleicacid),C01595,CCCCCC/C=C/C=C\CCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2.21_267.23,QSBYPNXLFMSGKH-CMDGGOBGSA-N,0.191166294254717,0.361814642770568,0.184964600705081,-0.42802564824198,-0.684175875024184,-0.661487872320165,-0.185845973269657,negligible,-0.91517232738714,0.543480380847826,-0.382947766261272,small,-1.11734483565763,0.351449303135087,-0.189769870509868,negligible,-0.932540208061628,0.553000467041892,5312440,0.687774490668682,QSBYPNXLFMSGKH-CMDGGOBGSA-N,FA..17.1...heptadecenoicacid.,0.865249599886913,0.522298964834345,0.333592004157513,FA (17:1) (heptadecenoicacid),C16536,CCCCCCC/C=C/CCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2.31_305.25,HOBAELRKJCKHQD-QNEBEIHSSA-N,0.287784953018573,0.145515371644803,0.0650249277503736,-0.220238864287748,-0.381605524649203,-0.297526308508963,-0.273848914339897,small,-1.0050090693361,0.457311240656303,-0.145360835468903,negligible,-0.874078344010639,0.583356673072833,-0.0628304893691373,negligible,-0.804119219126701,0.678458240388427,5280581,0.781349052517603,HOBAELRKJCKHQD-QNEBEIHSSA-N,FA..20.3...homo.gamma.linolenicacid.,0.848770801747093,0.761601779222378,0.441877919255674,FA (20:3) (homo-gamma-linolenicacid),C03242,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2.47_305.25,AHANXAKGNAKFSK-PDBXOOCHSA-N,0.145175958549411,0.0458269087670615,0.0314973222745323,0.0321415692223104,-0.259681352169603,-0.18477429330305,-0.153341564428655,negligible,-0.882167351581162,0.575484222723852,-0.0534445641982096,negligible,-0.781331530356193,0.674442401959774,-0.0357787592329911,negligible,-0.77694409740389,0.705386578937908,5312529,0.955499182163311,AHANXAKGNAKFSK-PDBXOOCHSA-N,FA..20.3...eicosatrienoicacid.,0.954216091587953,0.811598231301505,0.69921562378151,FA (20:3) (eicosatrienoicacid),C16522,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2.89_307.26,XSXIVVZCUAHUJO-HZJYTTRNSA-N,0.0857181996434626,0.119870034979542,0.038165393860309,-0.368780940423904,-0.617710077320724,-0.391911450448729,-0.0610241661412989,negligible,-0.788950588059984,0.666902255777386,-0.0912307374348341,negligible,-0.819366269801254,0.636904794931586,-0.0270920946252533,negligible,-0.768232167824381,0.714047978573875,6439848,0.98053455987496,XSXIVVZCUAHUJO-HZJYTTRNSA-N,FA..20.2...eicosadienoicacid.,0.880591795230738,0.976119295826482,0.737489925994397,FA (20:2) (eicosadienoicacid),C16525,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2.94_269.25,KEMQGTRYUADPNZ-UHFFFAOYSA-N,0.0113625812798723,-0.197687974233967,-0.163988927238806,0.0871330254579306,-0.0984807981198026,-0.357005156041639,-0.0285563300805674,negligible,-0.756350478861797,0.699237818700662,0.525343904111617,medium,-0.214859899136236,1.26554770735947,0.462964861331971,small,-0.287991863827732,1.21392158649167,10465,0.23308626055806,KEMQGTRYUADPNZ-UHFFFAOYSA-N,FA..17.0...margaricacid.,0.933390334053663,0.111771733361765,0.997739531748797,FA (17:0) (margaricacid),NA,CCCCCCCCCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2005,BHHGXPLMPWCGHP-UHFFFAOYSA-N,0.282484570053679,-0.0372542485607212,-0.0789785233188915,0.557106901913567,0.165817309103754,0.231963174245908,-0.26011260185844,small,-0.990940618426355,0.470715414709474,0.0424449092953011,negligible,-0.698744550980458,0.78363436957106,0.0878259249619217,negligible,-0.640281891274273,0.815933741198116,1001,0.708520747655798,BHHGXPLMPWCGHP-UHFFFAOYSA-N,phenylethylamine,0.660255869349029,0.494699766922224,0.568600024570103,phenylethylamine,C05332,C1=CC=C(C=C1)CCN,NA,NA,NA,NA,NA,NA,NA,not_sig
2047,HNJBEVLQSNELDL-UHFFFAOYSA-N,0.252520226996923,0.773548277703332,0.733627084247217,-0.144233745930095,-0.123024544492388,0.141125723829788,-0.208485175455303,small,-0.938216601901628,0.521246250991022,-0.615078443972632,medium,-1.37348530909372,0.143328421148455,-0.508561583899933,medium,-1.24798902882161,0.230865861021748,12025,0.279636990492708,HNJBEVLQSNELDL-UHFFFAOYSA-N,butyrolactam.NIST,0.8195047788422,0.066504174487715,0.707480929559087,butyrolactam NIST,C11118,C1CC(=O)NC1,NA,NA,NA,NA,NA,NA,NA,not_sig
2070,QHZLMUACJMDIAE-UHFFFAOYSA-N,0.239847120424052,0.448472474844646,0.219750157055646,0.438571966458769,1.25061198188266,1.25171883830365,-0.833631103528467,large,-1.59233925129965,-0.0749229557572814,-0.947048557628202,large,-1.72854814262587,-0.165548972630538,-0.485467071199895,small,-1.2238661041364,0.252931961736604,14900,0.203480221510045,QHZLMUACJMDIAE-UHFFFAOYSA-N,X1.monopalmitin,0.886372271900633,0.263469587158568,0.2413278954934,1-monopalmitin,C01885,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,NA,NA,NA,NA,NA,NA,NA,not_sig
21,RFSUNEUAIZKAJO-ARQDHWQXSA-N,-0.464061974374021,-0.161637163736817,0.0351247190534743,-0.592658005190123,-0.480973397058509,-0.720146599481192,0.221999147382972,small,-0.507996125763281,0.951994420529226,0.0792306226954436,negligible,-0.662165859655561,0.820627105046448,-0.0187408713078043,negligible,-0.746513904818133,0.709032162202524,439709,0.937652545508221,RFSUNEUAIZKAJO-ARQDHWQXSA-N,fructose,0.811037223620363,0.866096312087416,0.713945952702152,fructose,C02336,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
21625,DNVPQKQSNYMLRS-APGDWVJJSA-N,-0.0671442354208818,0.340640819673937,0.0113103849050278,0.0549208968720887,-0.173173034849676,0.292971128543186,0.102677278554336,negligible,-0.625559151355351,0.830913708464023,-0.563756156327793,medium,-1.31942292415666,0.19191061150107,-0.0157502771839323,negligible,-0.743518619067639,0.712018064699775,444679,0.292103449834506,DNVPQKQSNYMLRS-APGDWVJJSA-N,ergosterol,0.313582923967009,0.327193426311907,0.445812867700373,ergosterol,C01694,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,NA,NA,NA,NA,NA,NA,NA,not_sig
21703,KIDHWZJUCRJVML-UHFFFAOYSA-N,-0.271616440484095,0.331705902235244,0.033654559481139,0.369937961208054,0.140198727403937,0.610333148069076,0.304096803592747,small,-0.427854371681331,1.03604797886683,-0.394363069388033,small,-1.14262968356628,0.35390354479021,-0.0330246250272965,negligible,-0.760831288750186,0.694782038695593,1045,0.376511291895972,KIDHWZJUCRJVML-UHFFFAOYSA-N,putrescine,0.252823377294913,0.20250537962069,0.857874123933274,putrescine,C00138,C(CCN)CN,NA,NA,NA,NA,NA,NA,NA,not_sig
22,WQZGKKKJIJFFOK-VFUOTHLCSA-N,0.321463921974587,-0.257474843148939,0.52600111559971,-0.369188112720819,-0.722596539150949,-0.352016728451897,-0.275181930364739,small,-1.00637521850341,0.456011357773931,0.220999014013821,small,-0.522363231463312,0.964361259490953,-0.447649463788473,small,-1.18446485239316,0.289165924816212,64689,0.208019957719269,WQZGKKKJIJFFOK-VFUOTHLCSA-N,glucose,0.0564664633189307,0.95125135027321,0.422482086624519,glucose,C00221,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
22333,SWXVUIWOUIDPGS-UHFFFAOYSA-N,-0.39859072657239,-0.0318283444948566,-0.546714149883096,-0.619272929001105,-0.37645402565515,-0.0310257128699396,0.685558689467863,medium,-0.063270732933454,1.43438811186918,0.0548595038373431,negligible,-0.686385834788695,0.796104842463381,0.829977796946971,large,0.0715348600873473,1.58842073380659,31256,0.107594319780795,SWXVUIWOUIDPGS-UHFFFAOYSA-N,diacetone.alcohol.NIST,0.0747167154001273,0.70070000011229,0.750952673718422,diacetone alcohol NIST,NA,CC(=O)CC(C)(C)O,NA,NA,NA,NA,NA,NA,NA,not_sig
23042,YYGNTYWPHWGJRM-AAJYLUCBSA-N,0.285479552358602,0.00823478745016715,0.384171780473824,0.124123335449185,-0.580404915587446,0.198832148906289,-0.253849435783896,small,-0.98453163608344,0.476832764515648,-0.00908896367118184,negligible,-0.750198902512347,0.732020975169984,-0.326756958676222,small,-1.05935433947391,0.40584042212147,5280370,0.758773227885132,YYGNTYWPHWGJRM-AAJYLUCBSA-N,squalene,0.425921319794074,0.844415727441802,0.867979810079373,squalene,C00751,CC(=CCCC(=CCCC(=CCC/C=C(\C)/CCC=C(C)CCC=C(C)C)C)C)C,NA,NA,NA,NA,NA,NA,NA,not_sig
233,HEBKCHPVOIAQTA-IMJSIDKUSA-N,0.325993936115434,1.06711034019444,0.645646571756165,-0.28979927560091,0.0644086925906979,-0.528082660417529,-0.206286331799894,small,-0.935976386352813,0.523403722753025,-0.535982953259545,medium,-1.2902626197277,0.218296713208607,-0.445824354123314,small,-1.18256647941227,0.29091777116564,439255,0.29955291660434,HEBKCHPVOIAQTA-IMJSIDKUSA-N,lyxitol,0.748478503927178,0.107900681463664,0.365958394316794,lyxitol,C00532,C([C@@H](C([C@H](CO)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
25,MTCFGRXMJLQNBG-REOHCLBHSA-N,-0.287848213597004,-0.233117317950493,-0.30337794601841,0.129914221281924,0.490176755758688,0.130092306217716,0.447524666373078,small,-0.289285703328916,1.18433503607507,0.318857334016897,small,-0.426937616879893,1.06465228491369,0.471439891094942,small,-0.26635716622165,1.20923694841153,5951,0.731470745580391,MTCFGRXMJLQNBG-REOHCLBHSA-N,serine,0.540583240969357,0.718777212909615,0.617471437862305,serine,C00065,C([C@@H](C(=O)O)N)O,NA,NA,NA,NA,NA,NA,NA,not_sig
255,FBPFZTCFMRRESA-UHFFFAOYSA-N,-1.88988683359806,-1.10264373311243,-1.38674039641379,0.173933347203374,0.691446406095458,-0.596215631001915,1.18245524109604,large,0.393660905102337,1.97124957708974,0.718487321977902,medium,-0.046128519199926,1.48310316315573,1.01349182256743,large,0.24042481455658,1.78655883057828,453,0.00668075378350685,FBPFZTCFMRRESA-UHFFFAOYSA-N,hexitol,0.00485053779105378,0.133719326183046,0.0232298806623931,hexitol,C00392,C(C(C(C(C(CO)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
2670,ZHMWOVGZCINIHW-SPHYCDKFSA-N,-0.0892840843149383,0.547833945191997,0.24945941057602,-0.446510355040745,-0.434685658809572,-0.315996129646367,0.166638745051876,negligible,-0.562380263132543,0.895657753236295,-1.058188471989,large,-1.8494052197172,-0.26697172426079,-0.460512361641572,small,-1.19785236640502,0.276827643121872,9989541,0.00900392760740086,ZHMWOVGZCINIHW-SPHYCDKFSA-N,conduritol.beta.epoxide,0.168806671324133,0.0133956088058472,0.350896171496419,conduritol-beta-epoxide,NA,[C@@H]1([C@@H]([C@H](C2C([C@@H]1O)O2)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
26704,GGNQRNBDZQJCCN-UHFFFAOYSA-N,0.36234926434779,0.0878492525069241,0.100595115523172,0.59838385199206,0.318217221112798,0.280275132248323,-0.569908740386178,medium,-1.31229210576883,0.172474624996473,-0.165862410643487,negligible,-0.908240176534699,0.576515355247724,-0.192115373705145,negligible,-0.921549268394891,0.537318520984602,10787,0.37227220090452,GGNQRNBDZQJCCN-UHFFFAOYSA-N,X1.2.4.benzenetriol,0.308596851360323,0.570577938418573,0.326578924674862,1,2,4-benzenetriol,C02814,C1=CC(=C(C=C1O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
28,WHUUTDBJXJRKMK-VKHMYHEASA-N,0.48742046307013,-0.569909192729581,0.304258996907285,0.403822357766671,-0.0142449114124306,0.989821073765833,-0.383660620297406,small,-1.11808232107867,0.35076108048386,0.541649082352735,medium,-0.212908087816178,1.29620625252165,-0.17831922790058,negligible,-0.907521166751374,0.550882710950214,33032,0.646002752085974,WHUUTDBJXJRKMK-VKHMYHEASA-N,glutamic.acid,0.367348945886761,0.776665022081723,0.766630128789908,glutamic acid,C00025,C(CC(=O)O)[C@@H](C(=O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
284,JTEJPPKMYBDEMY-UHFFFAOYSA-N,-0.0699292956476771,0.294724174402266,0.0366408978390105,0.714203295678922,0.454735113412458,0.731839532791693,0.103283523924515,negligible,-0.624958581585267,0.831525629434297,-0.473015052448033,small,-1.22440114188055,0.278371036984483,-0.0527437305565416,negligible,-0.780627312315788,0.675139851202705,1833,0.476826291605209,JTEJPPKMYBDEMY-UHFFFAOYSA-N,X5.methoxytryptamine,0.357335573687365,0.267320972677916,0.568040847924852,5-methoxytryptamine,C05659,COC1=CC2=C(C=C1)NC=C2CCN,NA,NA,NA,NA,NA,NA,NA,not_sig
286,JXOHGGNKMLTUBP-HSUXUTPPSA-N,-1.25428851282731,-0.816906969518895,-1.05157357626732,-2.25069461305138,-1.07436278083536,-0.842521979717716,0.648172412243821,medium,-0.09844955919569,1.39479438368333,0.45987787185331,small,-0.290948773568217,1.21070451727484,0.559920803940449,medium,-0.181959222436402,1.3018008303173,8742,0.282504141399217,JXOHGGNKMLTUBP-HSUXUTPPSA-N,shikimic.acid,0.264508845510391,0.511850589737674,0.409193744156181,shikimic acid,C00493,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
290,OIRDTQYFTABQOQ-KQYNXXCUSA-N,0.486035559264037,1.02205398154348,1.80025439977055,0.218877583625306,0.261779816116254,1.05636500878733,-0.316258078716704,small,-1.04855035962431,0.416034202190899,-0.598564241962217,medium,-1.35606447737129,0.158935993446858,-0.512651881530812,medium,-1.25226629727698,0.226962534215361,60961,0.237012440236447,OIRDTQYFTABQOQ-KQYNXXCUSA-N,adenosine,0.328887809969422,0.103554104688585,0.578375756405135,adenosine,C00212,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
3.46_335.29,HVGRZDASOHMCSK-AVQMFFATSA-N,0.152505958926325,0.185440525521347,-0.0614851087633088,-0.221536445790964,-0.727782669827809,-0.642805850959649,-0.0882054165860531,negligible,-0.816316269847931,0.639905436675825,-0.123583609678852,negligible,-0.852035022372428,0.604867803014724,0.0385029821609128,negligible,-0.702671717198269,0.779677681520094,5282807,0.923530722109467,HVGRZDASOHMCSK-AVQMFFATSA-N,FA..22.2...docosadienoicacid.,0.827017778727567,0.909658260660907,0.599784149463053,FA (22:2) (docosadienoicacid),C16533,CCCCC/C=C/C/C=C/CCCCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
3.84_311.30,VKOBVWXKNCXXDE-UHFFFAOYSA-N,1.95436801699869,-0.291484660652968,-0.199732793297265,4.48863674525716,0.762391629783762,0.503020270589581,-0.353068282312054,small,-1.08647343386733,0.380336869243225,1.14357034718728,large,0.358580823038849,1.92855987133572,0.872107882918289,large,0.096612489406711,1.64760327642987,10467,0.344147294100968,VKOBVWXKNCXXDE-UHFFFAOYSA-N,FA..20.0...arachidicacid.,0.316510215172289,0.274813308493918,0.333056150602019,FA (20:0) (arachidicacid),C06425,CCCCCCCCCCCCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
