compound.type	class	term	sig.compounds	background.compounds	pval	padj
lipid	KEGG_pathway	Tuberculosis [map05152]	0	0	1	1
lipid	KEGG_pathway	Hepatitis C [map05160]	0	0	1	1
lipid	KEGG_pathway	Hepatitis B [map05161]	0	0	1	1
lipid	KEGG_pathway	Measles [map05162]	0	0	1	1
lipid	KEGG_pathway	Human cytomegalovirus infection [map05163]	0	0	1	1
lipid	KEGG_pathway	Influenza A [map05164]	0	0	1	1
lipid	KEGG_pathway	Human papillomavirus infection [map05165]	0	0	1	1
lipid	KEGG_pathway	Human T-cell leukemia virus 1 infection [map05166]	0	0	1	1
lipid	KEGG_pathway	Kaposi sarcoma-associated herpesvirus infection [map05167]	0	6	1	1
lipid	KEGG_pathway	Herpes simplex virus 1 infection [map05168]	0	0	1	1
lipid	KEGG_pathway	Epstein-Barr virus infection [map05169]	0	0	1	1
lipid	KEGG_pathway	Human immunodeficiency virus 1 infection [map05170]	0	0	1	1
lipid	KEGG_pathway	Pathways in cancer [map05200]	0	0	1	1
lipid	KEGG_pathway	Chemical carcinogenesis [map05204]	0	0	1	1
lipid	KEGG_pathway	Proteoglycans in cancer [map05205]	0	0	1	1
lipid	KEGG_pathway	Colorectal cancer [map05210]	0	0	1	1
lipid	KEGG_pathway	Renal cell carcinoma [map05211]	0	0	1	1
lipid	KEGG_pathway	Pancreatic cancer [map05212]	0	0	1	1
lipid	KEGG_pathway	Endometrial cancer [map05213]	0	0	1	1
lipid	KEGG_pathway	Glioma [map05214]	0	0	1	1
lipid	KEGG_pathway	Prostate cancer [map05215]	0	0	1	1
lipid	KEGG_pathway	Basal cell carcinoma [map05217]	0	0	1	1
lipid	KEGG_pathway	Melanoma [map05218]	0	0	1	1
lipid	KEGG_pathway	Chronic myeloid leukemia [map05220]	0	0	1	1
lipid	KEGG_pathway	Acute myeloid leukemia [map05221]	0	0	1	1
lipid	KEGG_pathway	Small cell lung cancer [map05222]	0	0	1	1
lipid	KEGG_pathway	Non-small cell lung cancer [map05223]	0	0	1	1
lipid	KEGG_pathway	Breast cancer [map05224]	0	0	1	1
lipid	KEGG_pathway	Hepatocellular carcinoma [map05225]	0	0	1	1
lipid	KEGG_pathway	Gastric cancer [map05226]	0	0	1	1
lipid	KEGG_pathway	Central carbon metabolism in cancer [map05230]	0	0	1	1
lipid	KEGG_pathway	PD-L1 expression and PD-1 checkpoint pathway in cancer [map05235]	0	0	1	1
lipid	KEGG_pathway	Asthma [map05310]	0	0	1	1
lipid	KEGG_pathway	Autoimmune thyroid disease [map05320]	0	0	1	1
lipid	KEGG_pathway	Systemic lupus erythematosus [map05322]	0	0	1	1
lipid	KEGG_pathway	Rheumatoid arthritis [map05323]	0	0	1	1
lipid	KEGG_pathway	Allograft rejection [map05330]	0	0	1	1
lipid	KEGG_pathway	Graft-versus-host disease [map05332]	0	0	1	1
lipid	KEGG_pathway	Hypertrophic cardiomyopathy [map05410]	0	0	1	1
lipid	KEGG_pathway	Arrhythmogenic right ventricular cardiomyopathy [map05412]	0	0	1	1
lipid	KEGG_pathway	Dilated cardiomyopathy [map05414]	0	0	1	1
lipid	KEGG_pathway	Fluid shear stress and atherosclerosis [map05418]	0	0	1	1
lipid	KEGG_pathway	Penicillins [map07011]	0	0	1	1
lipid	KEGG_pathway	Cephalosporins - parenteral agents [map07012]	0	0	1	1
lipid	KEGG_pathway	Cephalosporins - oral agents [map07013]	0	0	1	1
lipid	KEGG_pathway	Quinolones [map07014]	0	0	1	1
lipid	KEGG_pathway	Local analgesics [map07015]	0	0	1	1
lipid	KEGG_pathway	Sulfonamide derivatives - sulfa drugs [map07016]	0	0	1	1
lipid	KEGG_pathway	Rifamycins [map07023]	0	0	1	1
lipid	KEGG_pathway	HMG-CoA reductase inhibitors [map07024]	0	0	1	1
lipid	KEGG_pathway	Antifungal agents [map07026]	0	0	1	1
lipid	KEGG_pathway	Anxiolytics [map07030]	0	0	1	1
lipid	KEGG_pathway	Hypnotics [map07032]	0	0	1	1
lipid	KEGG_pathway	Anticonvulsants [map07033]	0	0	1	1
lipid	KEGG_pathway	Eicosanoids [map07034]	0	1	1	1
lipid	KEGG_pathway	Prostaglandins [map07035]	0	0	1	1
lipid	KEGG_pathway	Antiarrhythmic drugs [map07037]	0	0	1	1
lipid	KEGG_pathway	Opioid analgesics [map07039]	0	0	1	1
lipid	KEGG_pathway	Antineoplastics - alkylating agents [map07040]	0	0	1	1
lipid	KEGG_pathway	Antineoplastics - agents from natural products [map07042]	0	0	1	1
lipid	KEGG_pathway	Anti-HIV agents [map07053]	0	0	1	1
lipid	KEGG_pathway	Sulfonamide derivatives - overview [map07055]	0	0	1	1
lipid	KEGG_pathway	Benzoic acid family [map07110]	0	0	1	1
lipid	KEGG_pathway	1,2-Diphenyl substitution family [map07112]	0	0	1	1
lipid	KEGG_pathway	Naphthalene family [map07114]	0	0	1	1
lipid	KEGG_pathway	Benzodiazepine family [map07117]	0	0	1	1
lipid	KEGG_pathway	Serotonin receptor agonists/antagonists [map07211]	0	0	1	1
lipid	KEGG_pathway	Histamine H1 receptor antagonists [map07212]	0	0	1	1
lipid	KEGG_pathway	beta-Adrenergic receptor agonists/antagonists [map07214]	0	0	1	1
lipid	KEGG_pathway	Catecholamine transferase inhibitors [map07216]	0	0	1	1
lipid	KEGG_pathway	Renin-angiotensin system inhibitors [map07217]	0	0	1	1
lipid	KEGG_pathway	HIV protease inhibitors [map07218]	0	0	1	1
lipid	KEGG_pathway	Cholinergic and anticholinergic drugs [map07220]	0	0	1	1
lipid	KEGG_pathway	Nicotinic cholinergic receptor antagonists [map07221]	0	0	1	1
lipid	KEGG_pathway	Peroxisome proliferator-activated receptor (PPAR) agonists [map07222]	0	0	1	1
lipid	KEGG_pathway	Opioid receptor agonists/antagonists [map07224]	0	0	1	1
lipid	KEGG_pathway	Glucocorticoid and mineralocorticoid receptor agonists/antagonists [map07225]	0	0	1	1
lipid	KEGG_pathway	Progesterone, androgen and estrogen receptor agonists/antagonists [map07226]	0	0	1	1
lipid	KEGG_pathway	Histamine H2/H3 receptor agonists/antagonists [map07227]	0	0	1	1
lipid	KEGG_pathway	Angiotensin receptor and endothelin receptor antagonists [map07229]	0	0	1	1
lipid	KEGG_pathway	GABA-A receptor agonists/antagonists [map07230]	0	0	1	1
lipid	KEGG_pathway	Potassium channel blocking and opening drugs [map07232]	0	0	1	1
lipid	KEGG_pathway	N-Methyl-D-aspartic acid (NMDA) receptor antagonists [map07235]	0	0	1	1
metabolite	Super.Class	Hydrocarbons	1	1	0.252100840336135	1
metabolite	Super.Class	Organic nitrogen compounds	2	4	0.263476968362313	1
metabolite	Super.Class	Organic acids and derivatives	8	27	0.356081297751288	1
metabolite	Super.Class	Homogeneous non-metal compounds	1	2	0.442244694487965	1
metabolite	Super.Class	Organic oxygen compounds	5	21	0.660218639369544	1
metabolite	Super.Class	Nucleosides, nucleotides, and analogues	1	5	0.772731812525475	1
metabolite	Super.Class	Lipids and lipid-like molecules	6	30	0.842097726245943	1
metabolite	Super.Class	Organoheterocyclic compounds	0	8	1	1
metabolite	Super.Class	Benzenoids	0	2	1	1
metabolite	Super.Class	Phenylpropanoids and polyketides	0	0	1	1
metabolite	Super.Class	Homogeneous metal compounds	0	0	1	1
metabolite	Super.Class	Alkaloids and derivatives	0	0	1	1
metabolite	Super.Class	Miscellaneous inorganic compounds	0	0	1	1
metabolite	Super.Class	Organosulfur compounds	0	0	1	1
metabolite	Super.Class	Mixed metalnon-metal compounds	0	0	1	1
metabolite	Super.Class	Organic Polymers	0	0	1	1
metabolite	Super.Class	NA	0	0	1	1
metabolite	Super.Class	Lignans, neolignans and related compounds	0	0	1	1
metabolite	Super.Class	Organometallic compounds	0	0	1	1
metabolite	Super.Class	Organohalogen compounds	0	0	1	1
metabolite	Super.Class	Organophosphorus compounds	0	0	1	1
metabolite	Super.Class	Hydrocarbon derivatives	0	0	1	1
metabolite	Super.Class	Organic 1,3-dipolar compounds	0	0	1	1
metabolite	Super.Class	Organooxygen compounds	0	0	1	1
metabolite	Main.Class	Hydrocarbons	1	1	0.252100840336135	1
metabolite	Main.Class	Organic nitrogen compounds	2	4	0.263476968362313	1
metabolite	Main.Class	Organic acids and derivatives	8	27	0.356081297751288	1
metabolite	Main.Class	Homogeneous non-metal compounds	1	2	0.442244694487965	1
metabolite	Main.Class	Organic oxygen compounds	5	21	0.660218639369544	1
metabolite	Main.Class	Nucleosides, nucleotides, and analogues	1	5	0.772731812525475	1
metabolite	Main.Class	Lipids and lipid-like molecules	6	30	0.842097726245943	1
metabolite	Main.Class	Organoheterocyclic compounds	0	8	1	1
metabolite	Main.Class	Benzenoids	0	2	1	1
metabolite	Main.Class	Phenylpropanoids and polyketides	0	0	1	1
metabolite	Main.Class	Homogeneous metal compounds	0	0	1	1
metabolite	Main.Class	Alkaloids and derivatives	0	0	1	1
metabolite	Main.Class	Miscellaneous inorganic compounds	0	0	1	1
metabolite	Main.Class	Organosulfur compounds	0	0	1	1
metabolite	Main.Class	Mixed metalnon-metal compounds	0	0	1	1
metabolite	Main.Class	Organic Polymers	0	0	1	1
metabolite	Main.Class	NA	0	0	1	1
metabolite	Main.Class	Lignans, neolignans and related compounds	0	0	1	1
metabolite	Main.Class	Organometallic compounds	0	0	1	1
metabolite	Main.Class	Organohalogen compounds	0	0	1	1
metabolite	Main.Class	Organophosphorus compounds	0	0	1	1
metabolite	Main.Class	Hydrocarbon derivatives	0	0	1	1
metabolite	Main.Class	Organic 1,3-dipolar compounds	0	0	1	1
metabolite	Main.Class	Organooxygen compounds	0	0	1	1
metabolite	Sub.Class	Hydrocarbons	1	1	0.252100840336135	1
metabolite	Sub.Class	Organic nitrogen compounds	2	4	0.263476968362313	1
metabolite	Sub.Class	Organic acids and derivatives	8	27	0.356081297751288	1
metabolite	Sub.Class	Homogeneous non-metal compounds	1	2	0.442244694487965	1
metabolite	Sub.Class	Organic oxygen compounds	5	21	0.660218639369544	1
metabolite	Sub.Class	Nucleosides, nucleotides, and analogues	1	5	0.772731812525475	1
metabolite	Sub.Class	Lipids and lipid-like molecules	6	30	0.842097726245943	1
metabolite	Sub.Class	Organoheterocyclic compounds	0	8	1	1
metabolite	Sub.Class	Benzenoids	0	2	1	1
metabolite	Sub.Class	Phenylpropanoids and polyketides	0	0	1	1
metabolite	Sub.Class	Homogeneous metal compounds	0	0	1	1
metabolite	Sub.Class	Alkaloids and derivatives	0	0	1	1
metabolite	Sub.Class	Miscellaneous inorganic compounds	0	0	1	1
metabolite	Sub.Class	Organosulfur compounds	0	0	1	1
metabolite	Sub.Class	Mixed metalnon-metal compounds	0	0	1	1
metabolite	Sub.Class	Organic Polymers	0	0	1	1
metabolite	Sub.Class	NA	0	0	1	1
metabolite	Sub.Class	Lignans, neolignans and related compounds	0	0	1	1
metabolite	Sub.Class	Organometallic compounds	0	0	1	1
metabolite	Sub.Class	Organohalogen compounds	0	0	1	1
metabolite	Sub.Class	Organophosphorus compounds	0	0	1	1
metabolite	Sub.Class	Hydrocarbon derivatives	0	0	1	1
metabolite	Sub.Class	Organic 1,3-dipolar compounds	0	0	1	1
metabolite	Sub.Class	Organooxygen compounds	0	0	1	1
metabolite	Molec.Fmwrk	Hydrocarbons	1	1	0.252100840336135	1
metabolite	Molec.Fmwrk	Organic nitrogen compounds	2	4	0.263476968362313	1
metabolite	Molec.Fmwrk	Organic acids and derivatives	8	27	0.356081297751288	1
metabolite	Molec.Fmwrk	Homogeneous non-metal compounds	1	2	0.442244694487965	1
metabolite	Molec.Fmwrk	Organic oxygen compounds	5	21	0.660218639369544	1
metabolite	Molec.Fmwrk	Nucleosides, nucleotides, and analogues	1	5	0.772731812525475	1
metabolite	Molec.Fmwrk	Lipids and lipid-like molecules	6	30	0.842097726245943	1
metabolite	Molec.Fmwrk	Organoheterocyclic compounds	0	8	1	1
metabolite	Molec.Fmwrk	Benzenoids	0	2	1	1
metabolite	Molec.Fmwrk	Phenylpropanoids and polyketides	0	0	1	1
metabolite	Molec.Fmwrk	Homogeneous metal compounds	0	0	1	1
metabolite	Molec.Fmwrk	Alkaloids and derivatives	0	0	1	1
metabolite	Molec.Fmwrk	Miscellaneous inorganic compounds	0	0	1	1
metabolite	Molec.Fmwrk	Organosulfur compounds	0	0	1	1
metabolite	Molec.Fmwrk	Mixed metalnon-metal compounds	0	0	1	1
metabolite	Molec.Fmwrk	Organic Polymers	0	0	1	1
metabolite	Molec.Fmwrk	NA	0	0	1	1
metabolite	Molec.Fmwrk	Lignans, neolignans and related compounds	0	0	1	1
metabolite	Molec.Fmwrk	Organometallic compounds	0	0	1	1
metabolite	Molec.Fmwrk	Organohalogen compounds	0	0	1	1
metabolite	Molec.Fmwrk	Organophosphorus compounds	0	0	1	1
metabolite	Molec.Fmwrk	Hydrocarbon derivatives	0	0	1	1
metabolite	Molec.Fmwrk	Organic 1,3-dipolar compounds	0	0	1	1
metabolite	Molec.Fmwrk	Organooxygen compounds	0	0	1	1
metabolite	KEGG_pathway	Neomycin, kanamycin and gentamicin biosynthesis [map00524]	3	3	0.0312870859855432	1
metabolite	KEGG_pathway	Two-component system [map02020]	4	5	0.0359625718687761	1
metabolite	KEGG_pathway	Oxidative phosphorylation [map00190]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Tyrosine metabolism [map00350]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Streptomycin biosynthesis [map00521]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Inositol phosphate metabolism [map00562]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Butanoate metabolism [map00650]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Prolactin signaling pathway [map04917]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Insulin resistance [map04931]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Pathways of neurodegeneration - multiple diseases [map05022]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Cocaine addiction [map05030]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Amphetamine addiction [map05031]	2	2	0.101683029453015	1
metabolite	KEGG_pathway	Ascorbate and aldarate metabolism [map00053]	2	3	0.24247491638796	1
metabolite	KEGG_pathway	Valine, leucine and isoleucine degradation [map00280]	2	3	0.24247491638796	1
metabolite	KEGG_pathway	Biosynthesis of terpenoids and steroids [map01062]	2	3	0.24247491638796	1
metabolite	KEGG_pathway	Parkinson disease [map05012]	2	3	0.24247491638796	1
metabolite	KEGG_pathway	Alcoholism [map05034]	2	3	0.24247491638796	1
metabolite	KEGG_pathway	Central carbon metabolism in cancer [map05230]	6	14	0.265941370379082	1
metabolite	KEGG_pathway	Arginine biosynthesis [map00220]	3	6	0.294288759603855	1
metabolite	KEGG_pathway	Arginine and proline metabolism [map00330]	3	6	0.294288759603855	1
metabolite	KEGG_pathway	Citrate cycle (TCA cycle) [map00020]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Ubiquinone and other terpenoid-quinone biosynthesis [map00130]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Photosynthesis [map00195]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Penicillin and cephalosporin biosynthesis [map00311]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Carbapenem biosynthesis [map00332]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Chlorocyclohexane and chlorobenzene degradation [map00361]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Novobiocin biosynthesis [map00401]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	D-Glutamine and D-glutamate metabolism [map00471]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Lipopolysaccharide biosynthesis [map00540]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Peptidoglycan biosynthesis [map00550]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Pyruvate metabolism [map00620]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Chloroalkane and chloroalkene degradation [map00625]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Styrene degradation [map00643]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	C5-Branched dibasic acid metabolism [map00660]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Carbon fixation pathways in prokaryotes [map00720]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Atrazine degradation [map00791]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Isoquinoline alkaloid biosynthesis [map00950]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Betalain biosynthesis [map00965]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Biosynthesis of vancomycin group antibiotics [map01055]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Biosynthesis of enediyne antibiotics [map01059]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	FoxO signaling pathway [map04068]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Phosphatidylinositol signaling system [map04070]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Phospholipase D signaling pathway [map04072]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Cell cycle - yeast [map04111]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Gap junction [map04540]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Circadian entrainment [map04713]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Long-term potentiation [map04720]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Glutamatergic synapse [map04724]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	GABAergic synapse [map04727]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Dopaminergic synapse [map04728]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Insulin secretion [map04911]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Melanogenesis [map04916]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Thyroid hormone synthesis [map04918]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Glucagon signaling pathway [map04922]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Parathyroid hormone synthesis, secretion and action [map04928]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Proximal tubule bicarbonate reclamation [map04964]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Amyotrophic lateral sclerosis [map05014]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Huntington disease [map05016]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Spinocerebellar ataxia [map05017]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Nicotine addiction [map05033]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Biofilm formation - Vibrio cholerae [map05111]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Epithelial cell signaling in Helicobacter pylori infection [map05120]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Renal cell carcinoma [map05211]	1	1	0.322580645161291	1
metabolite	KEGG_pathway	Alanine, aspartate and glutamate metabolism [map00250]	2	4	0.387959866220736	1
metabolite	KEGG_pathway	Valine, leucine and isoleucine biosynthesis [map00290]	2	4	0.387959866220736	1
metabolite	KEGG_pathway	Cyanoamino acid metabolism [map00460]	3	7	0.403693277899434	1
metabolite	KEGG_pathway	Glucosinolate biosynthesis [map00966]	3	7	0.403693277899434	1
metabolite	KEGG_pathway	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid [map01064]	4	10	0.409756672862336	1
metabolite	KEGG_pathway	Carbon metabolism [map01200]	4	10	0.409756672862336	1
metabolite	KEGG_pathway	2-Oxocarboxylic acid metabolism [map01210]	4	11	0.50019845572392	1
metabolite	KEGG_pathway	Biosynthesis of alkaloids derived from shikimate pathway [map01063]	3	8	0.508772501285652	1
metabolite	KEGG_pathway	Phenylalanine metabolism [map00360]	2	5	0.520912404644696	1
metabolite	KEGG_pathway	Glyoxylate and dicarboxylate metabolism [map00630]	2	5	0.520912404644696	1
metabolite	KEGG_pathway	Tropane, piperidine and pyridine alkaloid biosynthesis [map00960]	2	5	0.520912404644696	1
metabolite	KEGG_pathway	Phosphotransferase system (PTS) [map02060]	2	5	0.520912404644696	1
metabolite	KEGG_pathway	Glycolysis / Gluconeogenesis [map00010]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Fructose and mannose metabolism [map00051]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Histidine metabolism [map00340]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	D-Arginine and D-ornithine metabolism [map00472]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	O-Antigen nucleotide sugar biosynthesis [map00541]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Thiamine metabolism [map00730]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Biotin metabolism [map00780]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Degradation of aromatic compounds [map01220]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Quorum sensing [map02024]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Ferroptosis [map04216]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Synaptic vesicle cycle [map04721]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Long-term depression [map04730]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Shigellosis [map05131]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Pathways in cancer [map05200]	1	2	0.543478260869566	1
metabolite	KEGG_pathway	Glutathione metabolism [map00480]	2	6	0.634224227165116	1
metabolite	KEGG_pathway	Biosynthesis of various secondary metabolites - part 2 [map00998]	2	6	0.634224227165116	1
metabolite	KEGG_pathway	Protein digestion and absorption [map04974]	5	16	0.643069829976495	1
metabolite	KEGG_pathway	Biosynthesis of secondary metabolites [map01110]	10	32	0.646492615878118	1
metabolite	KEGG_pathway	Microbial metabolism in diverse environments [map01120]	6	20	0.690863399837093	1
metabolite	KEGG_pathway	Taurine and hypotaurine metabolism [map00430]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Amino sugar and nucleotide sugar metabolism [map00520]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Nicotinate and nicotinamide metabolism [map00760]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Pantothenate and CoA biosynthesis [map00770]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Porphyrin and chlorophyll metabolism [map00860]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Nitrogen metabolism [map00910]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Phenylpropanoid biosynthesis [map00940]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Biosynthesis of alkaloids derived from histidine and purine [map01065]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Biosynthesis of alkaloids derived from terpenoid and polyketide [map01066]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Taste transduction [map04742]	1	3	0.693979933110368	1
metabolite	KEGG_pathway	Aminoacyl-tRNA biosynthesis [map00970]	4	14	0.729483989035591	1
metabolite	KEGG_pathway	Mineral absorption [map04978]	3	11	0.758125021662512	1
metabolite	KEGG_pathway	Pentose phosphate pathway [map00030]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Galactose metabolism [map00052]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Pyrimidine metabolism [map00240]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Phenylalanine, tyrosine and tryptophan biosynthesis [map00400]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Starch and sucrose metabolism [map00500]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Methane metabolism [map00680]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Vancomycin resistance [map01502]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Retrograde endocannabinoid signaling [map04723]	1	4	0.795986622073579	1
metabolite	KEGG_pathway	Biosynthesis of plant secondary metabolites [map01060]	6	23	0.837937089848955	1
metabolite	KEGG_pathway	ABC transporters [map02010]	8	30	0.849398293119512	1
metabolite	KEGG_pathway	Monobactam biosynthesis [map00261]	1	5	0.864755176430799	1
metabolite	KEGG_pathway	Biosynthesis of phenylpropanoids [map01061]	1	5	0.864755176430799	1
metabolite	KEGG_pathway	Carbohydrate digestion and absorption [map04973]	1	5	0.864755176430799	1
metabolite	KEGG_pathway	Biosynthesis of amino acids [map01230]	4	18	0.905500667296434	1
metabolite	KEGG_pathway	Fatty acid biosynthesis [map00061]	1	6	0.910861366283936	1
metabolite	KEGG_pathway	Neuroactive ligand-receptor interaction [map04080]	1	6	0.910861366283936	1
metabolite	KEGG_pathway	Purine metabolism [map00230]	1	7	0.941598826186027	1
metabolite	KEGG_pathway	Biosynthesis of plant hormones [map01070]	1	7	0.941598826186027	1
metabolite	KEGG_pathway	Biosynthesis of various secondary metabolites - part 3 [map00997]	1	8	0.961971328679273	1
metabolite	KEGG_pathway	Biosynthesis of unsaturated fatty acids [map01040]	1	8	0.961971328679273	1
metabolite	KEGG_pathway	Metabolic pathways [map01100]	15	59	0.980977955202753	1
metabolite	KEGG_pathway	Pentose and glucuronate interconversions [map00040]	0	3	1	1
metabolite	KEGG_pathway	Fatty acid elongation [map00062]	0	1	1	1
metabolite	KEGG_pathway	Fatty acid degradation [map00071]	0	2	1	1
metabolite	KEGG_pathway	Synthesis and degradation of ketone bodies [map00072]	0	0	1	1
metabolite	KEGG_pathway	Cutin, suberine and wax biosynthesis [map00073]	0	3	1	1
metabolite	KEGG_pathway	Steroid biosynthesis [map00100]	0	1	1	1
metabolite	KEGG_pathway	Primary bile acid biosynthesis [map00120]	0	3	1	1
metabolite	KEGG_pathway	Secondary bile acid biosynthesis [map00121]	0	0	1	1
metabolite	KEGG_pathway	Steroid hormone biosynthesis [map00140]	0	1	1	1
metabolite	KEGG_pathway	Caffeine metabolism [map00232]	0	0	1	1
metabolite	KEGG_pathway	Tetracycline biosynthesis [map00253]	0	0	1	1
metabolite	KEGG_pathway	Aflatoxin biosynthesis [map00254]	0	0	1	1
metabolite	KEGG_pathway	Glycine, serine and threonine metabolism [map00260]	0	6	1	1
metabolite	KEGG_pathway	Cysteine and methionine metabolism [map00270]	0	6	1	1
metabolite	KEGG_pathway	Geraniol degradation [map00281]	0	0	1	1
metabolite	KEGG_pathway	Lysine biosynthesis [map00300]	0	2	1	1
metabolite	KEGG_pathway	Lysine degradation [map00310]	0	3	1	1
metabolite	KEGG_pathway	Clavulanic acid biosynthesis [map00331]	0	0	1	1
metabolite	KEGG_pathway	Prodigiosin biosynthesis [map00333]	0	1	1	1
metabolite	KEGG_pathway	Benzoate degradation [map00362]	0	1	1	1
metabolite	KEGG_pathway	Bisphenol degradation [map00363]	0	0	1	1
metabolite	KEGG_pathway	Fluorobenzoate degradation [map00364]	0	0	1	1
metabolite	KEGG_pathway	Furfural degradation [map00365]	0	0	1	1
metabolite	KEGG_pathway	Tryptophan metabolism [map00380]	0	1	1	1
metabolite	KEGG_pathway	Benzoxazinoid biosynthesis [map00402]	0	0	1	1
metabolite	KEGG_pathway	Indole diterpene alkaloid biosynthesis [map00403]	0	0	1	1
metabolite	KEGG_pathway	Staurosporine biosynthesis [map00404]	0	1	1	1
metabolite	KEGG_pathway	Phenazine biosynthesis [map00405]	0	0	1	1
metabolite	KEGG_pathway	beta-Alanine metabolism [map00410]	0	3	1	1
metabolite	KEGG_pathway	Phosphonate and phosphinate metabolism [map00440]	0	1	1	1
metabolite	KEGG_pathway	Selenocompound metabolism [map00450]	0	1	1	1
metabolite	KEGG_pathway	D-Alanine metabolism [map00473]	0	1	1	1
metabolite	KEGG_pathway	N-Glycan biosynthesis [map00510]	0	0	1	1
metabolite	KEGG_pathway	Mucin type O-glycan biosynthesis [map00512]	0	0	1	1
metabolite	KEGG_pathway	Mannose type O-glycan biosynthesis [map00515]	0	0	1	1
metabolite	KEGG_pathway	Biosynthesis of 12-, 14- and 16-membered macrolides [map00522]	0	0	1	1
