pubchem:3303	cpd:C00001
pubchem:12901	cpd:C10718
pubchem:12902	cpd:C10719
pubchem:12903	cpd:C10720
pubchem:12904	cpd:C10721
pubchem:12905	cpd:C10722
pubchem:12906	cpd:C10723
pubchem:12907	cpd:C10724
pubchem:12908	cpd:C10725
pubchem:12909	cpd:C10726
pubchem:12910	cpd:C10727
pubchem:12911	cpd:C10728
pubchem:12912	cpd:C10729
pubchem:12913	cpd:C10730
pubchem:12914	cpd:C10731
pubchem:12915	cpd:C10732
pubchem:12916	cpd:C10733
pubchem:12917	cpd:C10734
pubchem:12918	cpd:C10735
pubchem:12919	cpd:C10736
pubchem:12920	cpd:C10737
pubchem:12921	cpd:C10738
pubchem:12922	cpd:C10739
pubchem:12923	cpd:C10740
pubchem:12924	cpd:C10741
pubchem:12925	cpd:C10742
pubchem:12926	cpd:C10743
pubchem:12927	cpd:C10744
pubchem:12928	cpd:C10745
pubchem:12929	cpd:C10746
pubchem:12930	cpd:C10747
pubchem:12931	cpd:C10748
pubchem:12932	cpd:C10749
pubchem:12933	cpd:C10750
pubchem:12934	cpd:C10751
pubchem:12935	cpd:C10752
pubchem:12936	cpd:C10753
pubchem:12937	cpd:C10754
pubchem:12938	cpd:C10755
pubchem:12939	cpd:C10756
pubchem:12940	cpd:C10757
pubchem:12941	cpd:C10758
pubchem:12942	cpd:C10759
pubchem:12943	cpd:C10760
pubchem:12944	cpd:C10761
pubchem:12945	cpd:C10762
pubchem:12946	cpd:C10763
pubchem:12947	cpd:C10764
pubchem:12948	cpd:C10765
pubchem:12949	cpd:C10766
pubchem:12950	cpd:C10767
pubchem:12951	cpd:C10768
pubchem:12952	cpd:C10769
pubchem:12953	cpd:C10770
pubchem:12954	cpd:C10771
pubchem:12955	cpd:C10772
pubchem:12956	cpd:C10773
pubchem:12957	cpd:C10774
pubchem:12958	cpd:C10775
pubchem:12959	cpd:C10776
pubchem:12960	cpd:C10777
pubchem:12961	cpd:C10778
pubchem:12962	cpd:C10779
pubchem:12963	cpd:C10780
pubchem:12964	cpd:C10781
pubchem:12965	cpd:C10782
pubchem:12966	cpd:C10783
pubchem:12967	cpd:C10784
pubchem:12968	cpd:C10785
pubchem:12969	cpd:C10786
pubchem:12970	cpd:C10787
pubchem:12971	cpd:C10788
pubchem:12972	cpd:C10789
pubchem:12973	cpd:C10790
pubchem:12974	cpd:C10791
pubchem:12975	cpd:C10792
pubchem:12976	cpd:C10793
pubchem:12977	cpd:C10794
pubchem:12978	cpd:C10795
pubchem:12979	cpd:C10796
pubchem:12980	cpd:C10797
pubchem:12981	cpd:C10798
pubchem:12982	cpd:C10799
pubchem:12983	cpd:C10800
pubchem:12984	cpd:C10801
pubchem:12985	cpd:C10802
pubchem:12986	cpd:C10803
pubchem:12987	cpd:C10804
pubchem:12988	cpd:C10805
pubchem:12989	cpd:C10806
pubchem:12990	cpd:C10807
pubchem:12991	cpd:C10808
pubchem:12992	cpd:C10809
pubchem:12993	cpd:C10810
pubchem:12994	cpd:C10811
pubchem:12995	cpd:C10812
pubchem:12996	cpd:C10813
pubchem:12997	cpd:C10814
pubchem:12998	cpd:C10815
pubchem:12999	cpd:C10816
pubchem:13000	cpd:C10817
pubchem:13001	cpd:C10818
pubchem:13002	cpd:C10819
pubchem:13003	cpd:C10820
pubchem:13004	cpd:C10821
pubchem:13005	cpd:C10822
pubchem:13006	cpd:C10823
pubchem:13007	cpd:C10824
pubchem:13008	cpd:C10825
pubchem:13009	cpd:C10826
pubchem:13010	cpd:C10827
pubchem:13011	cpd:C10828
pubchem:13012	cpd:C10829
pubchem:13013	cpd:C10830
pubchem:13014	cpd:C10831
pubchem:13015	cpd:C10832
pubchem:13016	cpd:C10833
pubchem:13017	cpd:C10834
pubchem:13018	cpd:C10835
pubchem:13019	cpd:C10836
pubchem:13020	cpd:C10837
pubchem:13021	cpd:C10838
pubchem:13022	cpd:C10839
pubchem:13023	cpd:C10840
pubchem:13024	cpd:C10841
pubchem:13025	cpd:C10842
pubchem:13026	cpd:C10843
pubchem:13027	cpd:C10844
pubchem:13028	cpd:C10845
pubchem:13029	cpd:C10846
pubchem:13030	cpd:C10847
pubchem:13031	cpd:C10848
pubchem:13032	cpd:C10849
pubchem:13033	cpd:C10850
pubchem:13034	cpd:C10851
pubchem:13035	cpd:C10852
pubchem:13036	cpd:C10853
pubchem:13037	cpd:C10854
pubchem:13038	cpd:C10855
pubchem:13039	cpd:C10856
pubchem:13040	cpd:C10857
pubchem:13041	cpd:C10858
pubchem:13042	cpd:C10859
pubchem:13043	cpd:C10860
pubchem:13044	cpd:C10861
pubchem:13045	cpd:C10862
pubchem:13046	cpd:C10863
pubchem:13047	cpd:C10864
pubchem:13048	cpd:C10865
pubchem:13049	cpd:C10866
pubchem:13050	cpd:C10867
pubchem:13051	cpd:C10868
pubchem:13052	cpd:C10869
pubchem:13053	cpd:C10870
pubchem:13054	cpd:C10871
pubchem:13056	cpd:C10873
pubchem:13057	cpd:C10874
pubchem:13058	cpd:C10875
pubchem:13059	cpd:C10876
pubchem:13060	cpd:C10877
pubchem:13061	cpd:C10878
pubchem:13062	cpd:C10879
pubchem:13063	cpd:C10880
pubchem:13064	cpd:C10881
pubchem:13065	cpd:C10882
pubchem:13066	cpd:C10883
pubchem:13067	cpd:C10884
pubchem:13068	cpd:C10885
pubchem:13069	cpd:C10886
pubchem:13070	cpd:C10887
pubchem:13071	cpd:C10888
pubchem:13072	cpd:C10889
pubchem:13073	cpd:C10890
pubchem:13074	cpd:C10891
pubchem:13075	cpd:C10892
pubchem:13076	cpd:C10893
pubchem:13077	cpd:C10894
pubchem:13078	cpd:C10895
pubchem:13079	cpd:C10896
pubchem:13080	cpd:C10897
pubchem:13081	cpd:C10898
pubchem:13082	cpd:C10899
pubchem:13083	cpd:C10900
pubchem:13084	cpd:C10901
pubchem:13085	cpd:C10902
pubchem:13086	cpd:C10903
pubchem:13087	cpd:C10904
pubchem:13088	cpd:C10905
pubchem:13089	cpd:C10906
pubchem:13090	cpd:C10907
pubchem:13091	cpd:C10908
pubchem:13092	cpd:C10909
pubchem:13093	cpd:C10910
pubchem:13094	cpd:C10911
pubchem:13095	cpd:C10912
pubchem:13096	cpd:C10913
pubchem:13097	cpd:C10914
pubchem:13098	cpd:C10915
pubchem:13099	cpd:C10916
pubchem:13100	cpd:C10917
pubchem:13101	cpd:C10918
pubchem:13102	cpd:C10919
pubchem:13103	cpd:C10920
pubchem:13104	cpd:C10921
pubchem:13105	cpd:C10922
pubchem:13106	cpd:C10923
pubchem:13107	cpd:C10924
pubchem:13108	cpd:C10925
pubchem:13109	cpd:C10926
pubchem:13110	cpd:C10927
pubchem:13111	cpd:C10928
pubchem:13112	cpd:C10929
pubchem:13113	cpd:C10930
pubchem:13114	cpd:C10931
pubchem:13115	cpd:C10932
pubchem:13116	cpd:C10933
pubchem:13117	cpd:C10934
pubchem:13118	cpd:C10935
pubchem:13119	cpd:C10936
pubchem:13120	cpd:C10937
pubchem:13121	cpd:C10938
pubchem:13122	cpd:C10939
pubchem:13123	cpd:C10940
pubchem:13124	cpd:C10941
pubchem:13125	cpd:C10942
pubchem:13126	cpd:C10943
pubchem:13127	cpd:C10944
pubchem:13128	cpd:C10945
pubchem:13129	cpd:C10946
pubchem:13130	cpd:C10947
pubchem:13131	cpd:C10948
pubchem:13132	cpd:C10949
pubchem:13133	cpd:C10950
pubchem:13134	cpd:C10951
pubchem:13135	cpd:C10952
pubchem:13136	cpd:C10953
pubchem:13137	cpd:C10954
pubchem:13138	cpd:C10955
pubchem:13139	cpd:C10956
pubchem:13140	cpd:C10957
pubchem:13141	cpd:C10958
pubchem:13142	cpd:C10959
pubchem:13143	cpd:C10960
pubchem:13144	cpd:C10961
pubchem:13145	cpd:C10962
pubchem:13146	cpd:C10963
pubchem:13147	cpd:C10964
pubchem:13148	cpd:C10965
pubchem:13149	cpd:C10966
pubchem:13150	cpd:C10967
pubchem:13151	cpd:C10968
pubchem:13152	cpd:C10969
pubchem:13153	cpd:C10970
pubchem:13154	cpd:C10971
pubchem:13155	cpd:C10972
pubchem:13156	cpd:C10973
pubchem:13157	cpd:C10974
pubchem:13158	cpd:C10975
pubchem:13159	cpd:C10976
pubchem:13160	cpd:C10977
pubchem:13161	cpd:C10978
pubchem:13162	cpd:C10979
pubchem:13163	cpd:C10980
pubchem:13164	cpd:C10981
pubchem:13165	cpd:C10982
pubchem:13166	cpd:C10983
pubchem:13167	cpd:C10984
pubchem:13168	cpd:C10985
pubchem:13169	cpd:C10986
pubchem:13170	cpd:C10987
pubchem:13171	cpd:C10988
pubchem:13172	cpd:C10989
pubchem:13173	cpd:C10990
pubchem:13174	cpd:C10991
pubchem:13175	cpd:C10992
pubchem:13176	cpd:C10993
pubchem:13177	cpd:C10994
pubchem:13178	cpd:C10995
pubchem:13179	cpd:C10996
pubchem:13180	cpd:C10997
pubchem:13181	cpd:C10998
pubchem:13182	cpd:C10999
pubchem:13183	cpd:C11000
pubchem:13184	cpd:C11001
pubchem:13185	cpd:C11002
pubchem:13186	cpd:C11003
pubchem:13187	cpd:C11004
pubchem:13188	cpd:C11005
pubchem:13189	cpd:C11006
pubchem:13190	cpd:C11007
pubchem:13191	cpd:C11008
pubchem:13192	cpd:C11009
pubchem:13193	cpd:C11010
pubchem:13194	cpd:C11011
pubchem:13195	cpd:C11012
pubchem:13196	cpd:C11013
pubchem:13197	cpd:C11014
pubchem:13198	cpd:C11015
pubchem:13199	cpd:C11016
pubchem:13200	cpd:C11017
pubchem:13201	cpd:C11018
pubchem:13202	cpd:C11019
pubchem:13203	cpd:C11020
pubchem:13204	cpd:C11021
pubchem:13205	cpd:C11022
pubchem:13206	cpd:C11023
pubchem:13207	cpd:C11024
pubchem:13208	cpd:C11025
pubchem:13209	cpd:C11026
pubchem:13210	cpd:C11027
pubchem:13211	cpd:C11028
pubchem:13212	cpd:C11029
pubchem:13213	cpd:C11030
pubchem:13214	cpd:C11031
pubchem:13215	cpd:C11032
pubchem:13216	cpd:C11033
pubchem:13217	cpd:C11034
pubchem:13218	cpd:C11035
pubchem:13219	cpd:C11036
pubchem:13220	cpd:C11037
pubchem:13221	cpd:C11038
pubchem:13222	cpd:C11039
pubchem:13223	cpd:C11040
pubchem:13224	cpd:C11041
pubchem:13225	cpd:C11042
pubchem:13226	cpd:C11043
pubchem:13227	cpd:C11044
pubchem:13228	cpd:C11045
pubchem:13229	cpd:C11047
pubchem:13230	cpd:C11048
pubchem:13231	cpd:C11049
pubchem:13232	cpd:C11050
pubchem:13233	cpd:C11051
pubchem:13234	cpd:C11052
pubchem:13235	cpd:C11053
pubchem:13236	cpd:C11054
pubchem:13237	cpd:C11055
pubchem:13238	cpd:C11056
pubchem:13239	cpd:C11057
pubchem:13240	cpd:C11058
pubchem:13241	cpd:C11059
pubchem:13242	cpd:C11060
pubchem:13243	cpd:C11061
pubchem:13244	cpd:C11062
pubchem:13245	cpd:C11063
pubchem:13246	cpd:C11064
pubchem:13247	cpd:C11065
pubchem:13248	cpd:C11066
pubchem:13249	cpd:C11067
pubchem:13250	cpd:C11068
pubchem:13251	cpd:C11069
pubchem:13252	cpd:C11070
pubchem:13253	cpd:C11071
pubchem:13254	cpd:C11072
pubchem:13255	cpd:C11073
pubchem:13256	cpd:C11074
pubchem:13257	cpd:C11075
pubchem:13258	cpd:C11076
pubchem:13259	cpd:C11077
pubchem:13260	cpd:C11078
pubchem:13261	cpd:C11079
pubchem:13262	cpd:C11080
pubchem:13263	cpd:C11081
pubchem:13264	cpd:C11082
pubchem:13265	cpd:C11083
pubchem:13266	cpd:C11084
pubchem:13267	cpd:C11085
pubchem:13268	cpd:C11086
pubchem:13269	cpd:C11087
pubchem:13270	cpd:C11088
pubchem:13271	cpd:C11089
pubchem:13272	cpd:C11090
pubchem:13273	cpd:C11091
pubchem:13274	cpd:C11092
pubchem:13275	cpd:C11093
pubchem:13276	cpd:C11094
pubchem:13277	cpd:C11095
pubchem:13278	cpd:C11096
pubchem:13279	cpd:C11097
pubchem:13280	cpd:C11098
pubchem:13281	cpd:C11099
pubchem:13282	cpd:C11100
pubchem:13283	cpd:C11101
pubchem:13284	cpd:C11102
pubchem:13285	cpd:C11103
pubchem:13286	cpd:C11104
pubchem:13287	cpd:C11105
pubchem:13288	cpd:C11106
pubchem:13289	cpd:C11107
pubchem:13290	cpd:C11108
pubchem:13291	cpd:C11109
pubchem:13292	cpd:C11110
pubchem:13293	cpd:C11111
pubchem:13294	cpd:C11112
pubchem:13295	cpd:C11113
pubchem:13296	cpd:C11114
pubchem:13297	cpd:C11115
pubchem:13298	cpd:C11116
pubchem:13299	cpd:C11117
pubchem:13300	cpd:C11118
pubchem:13301	cpd:C11119
pubchem:13302	cpd:C11120
pubchem:13303	cpd:C11121
pubchem:13304	cpd:C11122
pubchem:13305	cpd:C11123
pubchem:13306	cpd:C11124
pubchem:13307	cpd:C11125
pubchem:13308	cpd:C11126
pubchem:13309	cpd:C11127
pubchem:13310	cpd:C11128
pubchem:13311	cpd:C11129
pubchem:13312	cpd:C11130
pubchem:13313	cpd:C11131
pubchem:13314	cpd:C11132
pubchem:13315	cpd:C11133
pubchem:13316	cpd:C11134
pubchem:13317	cpd:C11135
pubchem:13318	cpd:C11136
pubchem:13323	cpd:C11141
pubchem:13324	cpd:C11142
pubchem:13325	cpd:C11143
pubchem:13326	cpd:C11144
pubchem:13327	cpd:C11145
pubchem:13328	cpd:C11146
pubchem:13329	cpd:C11147
pubchem:13330	cpd:C11148
pubchem:13331	cpd:C11149
pubchem:13332	cpd:C11150
pubchem:13333	cpd:C11151
pubchem:13334	cpd:C11152
pubchem:13335	cpd:C11153
pubchem:13336	cpd:C11154
pubchem:13337	cpd:C11155
pubchem:13338	cpd:C11156
pubchem:13340	cpd:C11158
pubchem:13341	cpd:C11159
pubchem:13342	cpd:C11160
pubchem:13343	cpd:C11161
pubchem:13344	cpd:C11162
pubchem:13345	cpd:C11163
pubchem:13346	cpd:C11164
pubchem:13347	cpd:C11165
pubchem:13348	cpd:C11166
pubchem:13350	cpd:C11168
pubchem:13351	cpd:C11169
pubchem:13352	cpd:C11170
pubchem:13353	cpd:C11171
pubchem:13354	cpd:C11172
pubchem:13355	cpd:C11173
pubchem:13356	cpd:C11174
pubchem:13357	cpd:C11175
pubchem:13358	cpd:C11177
pubchem:13359	cpd:C11178
pubchem:13360	cpd:C11179
pubchem:13361	cpd:C11180
pubchem:13362	cpd:C11181
pubchem:13363	cpd:C11182
pubchem:13365	cpd:C11184
pubchem:13366	cpd:C11185
pubchem:13367	cpd:C11186
pubchem:13369	cpd:C11188
pubchem:13370	cpd:C11189
pubchem:13371	cpd:C11190
pubchem:13372	cpd:C11191
pubchem:13374	cpd:C11193
pubchem:13375	cpd:C11194
pubchem:13376	cpd:C11195
pubchem:13377	cpd:C11196
pubchem:13379	cpd:C11198
pubchem:13380	cpd:C11199
pubchem:13381	cpd:C11200
pubchem:13382	cpd:C11201
pubchem:13383	cpd:C11202
pubchem:13384	cpd:C11203
pubchem:13386	cpd:C11205
pubchem:13387	cpd:C11206
pubchem:13388	cpd:C11207
pubchem:13389	cpd:C11208
pubchem:13390	cpd:C11210
pubchem:13392	cpd:C11212
pubchem:13393	cpd:C11213
pubchem:13394	cpd:C11214
pubchem:13395	cpd:C11215
pubchem:13396	cpd:C11216
pubchem:13397	cpd:C11217
pubchem:13398	cpd:C11218
pubchem:13399	cpd:C11219
pubchem:13400	cpd:C11221
pubchem:13401	cpd:C11222
pubchem:13402	cpd:C11223
pubchem:13403	cpd:C11224
pubchem:13404	cpd:C11225
pubchem:13405	cpd:C11226
pubchem:13406	cpd:C11227
pubchem:13407	cpd:C11228
pubchem:13408	cpd:C11229
pubchem:13409	cpd:C11230
pubchem:13410	cpd:C11231
pubchem:13411	cpd:C11232
pubchem:13412	cpd:C11233
pubchem:13413	cpd:C11234
pubchem:13414	cpd:C11235
pubchem:13415	cpd:C11236
pubchem:13416	cpd:C11237
pubchem:13417	cpd:C11238
pubchem:13418	cpd:C11239
pubchem:13419	cpd:C11240
pubchem:13420	cpd:C11242
pubchem:13421	cpd:C11243
pubchem:13422	cpd:C11244
pubchem:13423	cpd:C11245
pubchem:13424	cpd:C11246
pubchem:13425	cpd:C11248
pubchem:13426	cpd:C11249
pubchem:13427	cpd:C11250
pubchem:13428	cpd:C11251
pubchem:13429	cpd:C11252
pubchem:13430	cpd:C11253
pubchem:13431	cpd:C11254
pubchem:13432	cpd:C11255
pubchem:13433	cpd:C11256
pubchem:13434	cpd:C11257
pubchem:13435	cpd:C11258
pubchem:13436	cpd:C11259
pubchem:13437	cpd:C11260
pubchem:13438	cpd:C11261
pubchem:13439	cpd:C11262
pubchem:13440	cpd:C11263
pubchem:13441	cpd:C11264
pubchem:13442	cpd:C11265
pubchem:13443	cpd:C11266
pubchem:13445	cpd:C11268
pubchem:13446	cpd:C11269
pubchem:13448	cpd:C11271
pubchem:13449	cpd:C11272
pubchem:13450	cpd:C11273
pubchem:13451	cpd:C11274
pubchem:13452	cpd:C11275
pubchem:13453	cpd:C11276
pubchem:13454	cpd:C11277
pubchem:13455	cpd:C11278
pubchem:13456	cpd:C11279
pubchem:13457	cpd:C11280
pubchem:13458	cpd:C11281
pubchem:13459	cpd:C11282
pubchem:13460	cpd:C11283
pubchem:13461	cpd:C11284
pubchem:13462	cpd:C11285
pubchem:13463	cpd:C11288
pubchem:13464	cpd:C11289
pubchem:13465	cpd:C11290
pubchem:13467	cpd:C11292
pubchem:13468	cpd:C11293
pubchem:13470	cpd:C11295
pubchem:13471	cpd:C11296
pubchem:13472	cpd:C11297
pubchem:13473	cpd:C11298
pubchem:13474	cpd:C11299
pubchem:13475	cpd:C11300
pubchem:13476	cpd:C11301
pubchem:13477	cpd:C11302
pubchem:13478	cpd:C11303
pubchem:13479	cpd:C11304
pubchem:13480	cpd:C11305
pubchem:13481	cpd:C11306
pubchem:13482	cpd:C11307
pubchem:13483	cpd:C11308
pubchem:13484	cpd:C11309
pubchem:13485	cpd:C11310
pubchem:13486	cpd:C11311
pubchem:13487	cpd:C11312
pubchem:13488	cpd:C11313
pubchem:13489	cpd:C11314
pubchem:13490	cpd:C11315
pubchem:13491	cpd:C11316
pubchem:13492	cpd:C11317
pubchem:13493	cpd:C11318
pubchem:13494	cpd:C11319
pubchem:13495	cpd:C11320
pubchem:13496	cpd:C11321
pubchem:13497	cpd:C11322
pubchem:13498	cpd:C11323
pubchem:13499	cpd:C11324
pubchem:13500	cpd:C11325
pubchem:13501	cpd:C11326
pubchem:13502	cpd:C11327
pubchem:13503	cpd:C11328
pubchem:13504	cpd:C11329
pubchem:13505	cpd:C11330
pubchem:13506	cpd:C11331
pubchem:13507	cpd:C11332
pubchem:13508	cpd:C11333
pubchem:13509	cpd:C11334
pubchem:13510	cpd:C11335
pubchem:13511	cpd:C11336
pubchem:13512	cpd:C11337
pubchem:13513	cpd:C11338
pubchem:13514	cpd:C11339
pubchem:13515	cpd:C11340
pubchem:13516	cpd:C11341
pubchem:13517	cpd:C11342
pubchem:13518	cpd:C11343
pubchem:13519	cpd:C11344
pubchem:13520	cpd:C11345
pubchem:13521	cpd:C11346
pubchem:13522	cpd:C11347
pubchem:13523	cpd:C11348
pubchem:13524	cpd:C11349
pubchem:13525	cpd:C11350
pubchem:13526	cpd:C11351
pubchem:13527	cpd:C11352
pubchem:13528	cpd:C11353
pubchem:13529	cpd:C11354
pubchem:13530	cpd:C11355
pubchem:13531	cpd:C11356
pubchem:13532	cpd:C11357
pubchem:13533	cpd:C11358
pubchem:13534	cpd:C11359
pubchem:13535	cpd:C11360
pubchem:13536	cpd:C11361
pubchem:13537	cpd:C11362
pubchem:13538	cpd:C11363
pubchem:13539	cpd:C11365
pubchem:13540	cpd:C11366
pubchem:13541	cpd:C11367
pubchem:13542	cpd:C11368
pubchem:13543	cpd:C11369
pubchem:13544	cpd:C11370
pubchem:13545	cpd:C11371
pubchem:13546	cpd:C11372
pubchem:13547	cpd:C11373
pubchem:13548	cpd:C11374
pubchem:13549	cpd:C11375
pubchem:13550	cpd:C11376
pubchem:13551	cpd:C11377
pubchem:13552	cpd:C11378
pubchem:13553	cpd:C11379
pubchem:13554	cpd:C11380
pubchem:13555	cpd:C11381
pubchem:13556	cpd:C11382
pubchem:13557	cpd:C11383
pubchem:13558	cpd:C11384
pubchem:13559	cpd:C11385
pubchem:13560	cpd:C11386
pubchem:13561	cpd:C11387
pubchem:13562	cpd:C11388
pubchem:13563	cpd:C11389
pubchem:13564	cpd:C11390
pubchem:13565	cpd:C11391
pubchem:13566	cpd:C11392
pubchem:13567	cpd:C11393
pubchem:13568	cpd:C11394
pubchem:13569	cpd:C11395
pubchem:13570	cpd:C11396
pubchem:13571	cpd:C11397
pubchem:13572	cpd:C11398
pubchem:13573	cpd:C11399
pubchem:13574	cpd:C11400
pubchem:13575	cpd:C11401
pubchem:13576	cpd:C11402
pubchem:13577	cpd:C11403
pubchem:13578	cpd:C11404
pubchem:13579	cpd:C11405
pubchem:13580	cpd:C11406
pubchem:13581	cpd:C11407
pubchem:13582	cpd:C11408
pubchem:13583	cpd:C11409
pubchem:13584	cpd:C11410
pubchem:13585	cpd:C11411
pubchem:13586	cpd:C11412
pubchem:13587	cpd:C11413
pubchem:13588	cpd:C11414
pubchem:13589	cpd:C11415
pubchem:13590	cpd:C11416
pubchem:13591	cpd:C11417
pubchem:13592	cpd:C11418
pubchem:13593	cpd:C11419
pubchem:13594	cpd:C11420
pubchem:13595	cpd:C11421
pubchem:13596	cpd:C11422
pubchem:13597	cpd:C11425
pubchem:13598	cpd:C11426
pubchem:13599	cpd:C11427
pubchem:13600	cpd:C11428
pubchem:13601	cpd:C11429
pubchem:13602	cpd:C11430
pubchem:13603	cpd:C11431
pubchem:13604	cpd:C11432
pubchem:13605	cpd:C11433
pubchem:13606	cpd:C11434
pubchem:13607	cpd:C11435
pubchem:13608	cpd:C11436
pubchem:13609	cpd:C11437
pubchem:13610	cpd:C11438
pubchem:13611	cpd:C11439
pubchem:13612	cpd:C11440
pubchem:13613	cpd:C11441
pubchem:13614	cpd:C11442
pubchem:13615	cpd:C11443
pubchem:13617	cpd:C11445
pubchem:13618	cpd:C11446
pubchem:13619	cpd:C11447
pubchem:13620	cpd:C11448
pubchem:13621	cpd:C11449
pubchem:13625	cpd:C11453
pubchem:13626	cpd:C11455
pubchem:13627	cpd:C11456
pubchem:13628	cpd:C11457
pubchem:13631	cpd:C11460
pubchem:13632	cpd:C11461
pubchem:13633	cpd:C11462
pubchem:13636	cpd:C11465
pubchem:13637	cpd:C11466
pubchem:13638	cpd:C11467
pubchem:13639	cpd:C11468
pubchem:13640	cpd:C11469
pubchem:13641	cpd:C11471
pubchem:13642	cpd:C11472
pubchem:13643	cpd:C11473
pubchem:13644	cpd:C11474
pubchem:13645	cpd:C11475
pubchem:13646	cpd:C11476
pubchem:13647	cpd:C11477
pubchem:13648	cpd:C11478
pubchem:13650	cpd:C11480
pubchem:13651	cpd:C11481
pubchem:13652	cpd:C11482
pubchem:13653	cpd:C11483
pubchem:13654	cpd:C11484
pubchem:13655	cpd:C11485
pubchem:13656	cpd:C11486
pubchem:13657	cpd:C11487
pubchem:13658	cpd:C11488
pubchem:13659	cpd:C11489
pubchem:13660	cpd:C11490
pubchem:13661	cpd:C11491
pubchem:13662	cpd:C11492
pubchem:13663	cpd:C11493
pubchem:13664	cpd:C11494
pubchem:13665	cpd:C11495
pubchem:13666	cpd:C11496
pubchem:13667	cpd:C11497
pubchem:13668	cpd:C11498
pubchem:13669	cpd:C11499
pubchem:13670	cpd:C11500
pubchem:13671	cpd:C11501
pubchem:13672	cpd:C11502
pubchem:13673	cpd:C11503
pubchem:13674	cpd:C11504
pubchem:13675	cpd:C11505
pubchem:13676	cpd:C11506
pubchem:13677	cpd:C11507
pubchem:13678	cpd:C11508
pubchem:13679	cpd:C11509
pubchem:13680	cpd:C11510
pubchem:13681	cpd:C11511
pubchem:13682	cpd:C11512
pubchem:13683	cpd:C11513
pubchem:13684	cpd:C11514
pubchem:13685	cpd:C11515
pubchem:13686	cpd:C11516
pubchem:13687	cpd:C11519
pubchem:13688	cpd:C11520
pubchem:13689	cpd:C11521
pubchem:13690	cpd:C11522
pubchem:13691	cpd:C11523
pubchem:13692	cpd:C11524
pubchem:13693	cpd:C11525
pubchem:13694	cpd:C11526
pubchem:13695	cpd:C11527
pubchem:13696	cpd:C11529
pubchem:13698	cpd:C11531
pubchem:13702	cpd:C11535
pubchem:13703	cpd:C11536
pubchem:13704	cpd:C11537
pubchem:13705	cpd:C11538
pubchem:13706	cpd:C11539
pubchem:13707	cpd:C11540
pubchem:13708	cpd:C11541
pubchem:13709	cpd:C11542
pubchem:13710	cpd:C11543
pubchem:13711	cpd:C11544
pubchem:13712	cpd:C11545
pubchem:13713	cpd:C11546
pubchem:13714	cpd:C11547
pubchem:13715	cpd:C11548
pubchem:13716	cpd:C11549
pubchem:13717	cpd:C11550
pubchem:13718	cpd:C11551
pubchem:13719	cpd:C11552
pubchem:13720	cpd:C11553
pubchem:13721	cpd:C11554
pubchem:13722	cpd:C11555
pubchem:13723	cpd:C11556
pubchem:13724	cpd:C11557
pubchem:13725	cpd:C11560
pubchem:13726	cpd:C11561
pubchem:13727	cpd:C11562
pubchem:13728	cpd:C11563
pubchem:13729	cpd:C11564
pubchem:13730	cpd:C11565
pubchem:13731	cpd:C11566
pubchem:13732	cpd:C11567
pubchem:13733	cpd:C11568
pubchem:13734	cpd:C11569
pubchem:13735	cpd:C11570
pubchem:13736	cpd:C11571
pubchem:13737	cpd:C11572
pubchem:13738	cpd:C11573
pubchem:13739	cpd:C11574
pubchem:13740	cpd:C11575
pubchem:13741	cpd:C11576
pubchem:13742	cpd:C11577
pubchem:13743	cpd:C11578
pubchem:13744	cpd:C11579
pubchem:13745	cpd:C11580
pubchem:13746	cpd:C11581
pubchem:13747	cpd:C11582
pubchem:13748	cpd:C11583
pubchem:13749	cpd:C11584
pubchem:13750	cpd:C11585
pubchem:13751	cpd:C11586
pubchem:13752	cpd:C11587
pubchem:13753	cpd:C11588
pubchem:13754	cpd:C11589
pubchem:13755	cpd:C11590
pubchem:13756	cpd:C11591
pubchem:13757	cpd:C11592
pubchem:13758	cpd:C11593
pubchem:13759	cpd:C11594
pubchem:13760	cpd:C11595
pubchem:13761	cpd:C11596
pubchem:13762	cpd:C11597
pubchem:13763	cpd:C11598
pubchem:13764	cpd:C11599
pubchem:13765	cpd:C11600
pubchem:13766	cpd:C11601
pubchem:13767	cpd:C11602
pubchem:13768	cpd:C11603
pubchem:13769	cpd:C11604
pubchem:13770	cpd:C11605
pubchem:13771	cpd:C11606
pubchem:13772	cpd:C11607
pubchem:13773	cpd:C11608
pubchem:13774	cpd:C11609
pubchem:13775	cpd:C11610
pubchem:13776	cpd:C11611
pubchem:13777	cpd:C11612
pubchem:13778	cpd:C11613
pubchem:13780	cpd:C11615
pubchem:13781	cpd:C11616
pubchem:13782	cpd:C11617
pubchem:13783	cpd:C11618
pubchem:13784	cpd:C11619
pubchem:13785	cpd:C11620
pubchem:13786	cpd:C11621
pubchem:13787	cpd:C11622
pubchem:13788	cpd:C11623
pubchem:13789	cpd:C11624
pubchem:13790	cpd:C11625
pubchem:13791	cpd:C11626
pubchem:13792	cpd:C11627
pubchem:13793	cpd:C11628
pubchem:13794	cpd:C11629
pubchem:13795	cpd:C11630
pubchem:13796	cpd:C11631
pubchem:13797	cpd:C11632
pubchem:13798	cpd:C11633
pubchem:13799	cpd:C11634
pubchem:13800	cpd:C11635
pubchem:13801	cpd:C11636
pubchem:13802	cpd:C11637
pubchem:13803	cpd:C11638
pubchem:13804	cpd:C11639
pubchem:13805	cpd:C11640
